Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Years Since,State,Winner
1506,3386,41.5,63906,34450.0,363,10.72061429,7,MA,Republican
1507,13292,43.7,92227,37512.0,605,4.551609991,7,MA,Republican
1510,13759,39.3,60755,30955.0,1354,9.840831456,7,MA,Republican
1515,2259,42.2,80714,34639.0,106,4.692341744,7,MA,Republican
1516,8689,41.5,88958,35436.0,268,3.084359535,7,MA,Republican
1518,3009,43.0,53664,38091.0,179,5.948820206,7,MA,Republican
1519,6548,42.3,114615,47905.0,273,4.169211973,7,MA,Republican
1520,14880,41.5,99575,41699.0,490,3.293010753,7,MA,Republican
1521,2374,45.1,75658,35363.0,120,5.054759899,7,MA,Republican
1522,3380,41.7,102602,42394.0,248,7.337278107,7,MA,Republican
1523,7811,38.2,97958,33078.0,521,6.670080655,7,MA,Republican
1524,6649,45.1,60288,32164.0,530,7.971123477,7,MA,Republican
1525,128,48.6,82361,40023.0,0,0.0,7,MA,Republican
1527,13431,42.8,72566,34857.0,896,6.671133944,7,MA,Republican
1529,3218,41.5,91250,34255.0,225,6.991920447,7,MA,Republican
1531,1106,48.0,81389,36314.0,64,5.786618445,7,MA,Republican
1532,14846,43.2,110147,46860.0,465,3.13215681,7,MA,Republican
1534,6406,44.3,95238,44261.0,499,7.789572276,7,MA,Republican
1535,4761,44.1,70873,30530.0,245,5.145977736,7,MA,Republican
1536,7557,41.4,94766,41970.0,651,8.614529575,7,MA,Republican
1537,2671,33.3,76114,28702.0,364,13.62785474,7,MA,Republican
1540,10921,41.2,60852,29422.0,1046,9.577877484,7,MA,Republican
1541,3451,45.8,121500,54940.0,226,6.548826427,7,MA,Republican
1542,2366,47.0,94103,36454.0,27,1.141166526,7,MA,Republican
1543,8402,39.5,95347,36917.0,182,2.166150916,7,MA,Republican
1545,36103,40.8,99441,44402.0,1391,3.852865413,7,MA,Republican
1550,16824,38.5,48762,24724.0,2728,16.21493105,7,MA,Republican
1560,4504,36.8,80078,39644.0,339,7.526642984,7,MA,Republican
1561,249,59.6,-666666666,31381.0,16,6.425702811,7,MA,Republican
1562,11801,42.5,65858,30409.0,1320,11.18549275,7,MA,Republican
1564,7954,44.9,104187,47551.0,433,5.443801861,7,MA,Republican
1566,6442,43.1,98000,43514.0,162,2.514746973,7,MA,Republican
1568,7532,40.8,115348,45515.0,361,4.792883696,7,MA,Republican
1569,13881,39.4,90204,34655.0,1122,8.082991139,7,MA,Republican
1570,16838,40.7,51229,26356.0,2170,12.88751633,7,MA,Republican
1571,11608,38.0,62567,29785.0,948,8.16678153,7,MA,Republican
1581,18706,40.1,106915,46782.0,857,4.581417727,7,MA,Republican
1583,7602,38.8,74020,27467.0,389,5.117074454,7,MA,Republican
1585,4606,49.1,61298,31640.0,316,6.860616587,7,MA,Republican
1588,9731,38.5,60429,31274.0,791,8.12866098,7,MA,Republican
1590,9184,44.0,99692,41891.0,186,2.025261324,7,MA,Republican
1602,23812,40.3,62709,33417.0,2979,12.51049891,7,MA,Republican
1603,20505,36.3,40967,22724.0,4471,21.80443794,7,MA,Republican
1604,35866,34.8,50426,26263.0,6897,19.22991134,7,MA,Republican
1605,28696,31.3,35446,20729.0,7360,25.64817396,7,MA,Republican
1606,19258,40.4,65163,34426.0,1910,9.917956174,7,MA,Republican
1607,8636,35.4,47068,25439.0,1695,19.6271422,7,MA,Republican
1608,3511,27.5,18843,12874.0,1764,50.24209627,7,MA,Republican
1609,19982,30.6,42863,27559.0,3933,19.68271444,7,MA,Republican
1610,23919,28.3,31182,15359.0,7129,29.80475772,7,MA,Republican
1611,2466,41.3,81971,34645.0,113,4.582319546,7,MA,Republican
1612,4889,38.8,94135,37695.0,156,3.190836572,7,MA,Republican
1701,32061,44.7,100788,47041.0,1442,4.497676305,7,MA,Republican
1702,38781,34.3,51137,28353.0,6187,15.95368866,7,MA,Republican
1718,526,41.1,131484,59295.0,56,10.64638783,7,MA,Republican
1719,5287,41.6,103556,57192.0,247,4.67183658,7,MA,Republican
1720,22638,43.4,131413,59593.0,651,2.875695733,7,MA,Republican
1721,17420,42.1,103700,50097.0,655,3.760045924,7,MA,Republican
1730,14018,43.3,117688,55262.0,385,2.746468826,7,MA,Republican
1731,1957,21.6,84333,25069.0,94,4.803270312,7,MA,Republican
1740,5113,42.3,151023,54767.0,79,1.545081166,7,MA,Republican
1741,5125,49.6,167400,83920.0,113,2.204878049,7,MA,Republican
1742,19448,45.9,137991,68106.0,919,4.725421637,7,MA,Republican
1745,482,33.5,120766,34163.0,0,0.0,7,MA,Republican
1746,14324,42.5,110295,48394.0,291,2.031555431,7,MA,Republican
1747,5942,44.1,99792,41244.0,119,2.002692696,7,MA,Republican
1748,16257,41.0,143190,60782.0,418,2.571200098,7,MA,Republican
1749,19680,43.4,80574,38275.0,1270,6.453252033,7,MA,Republican
1752,39545,39.6,72222,36782.0,2830,7.156404097,7,MA,Republican
1754,10526,42.3,90134,46941.0,960,9.120273608,7,MA,Republican
1756,5963,44.5,121298,47850.0,33,0.553412712,7,MA,Republican
1757,28600,39.3,73117,35343.0,2167,7.576923077,7,MA,Republican
1760,35133,40.9,104600,52377.0,1161,3.304585432,7,MA,Republican
1770,4255,45.2,158250,73986.0,150,3.525264395,7,MA,Republican
1772,9486,42.5,147216,64334.0,397,4.185114906,7,MA,Republican
1773,4793,53.0,143505,91150.0,204,4.256206968,7,MA,Republican
1775,7027,43.6,146799,55315.0,305,4.340401309,7,MA,Republican
1776,18594,43.8,164013,73702.0,345,1.855437238,7,MA,Republican
1778,13697,45.9,157005,75193.0,594,4.336716069,7,MA,Republican
1801,39775,39.4,84479,37573.0,2791,7.016970459,7,MA,Republican
1803,25698,42.5,92141,41548.0,1330,5.175500039,7,MA,Republican
1810,34963,41.9,134627,59241.0,1494,4.273088694,7,MA,Republican
1821,31780,40.7,100158,39661.0,1281,4.030837004,7,MA,Republican
1824,25803,44.7,109638,48287.0,823,3.189551603,7,MA,Republican
1826,30855,38.6,86884,35509.0,1759,5.700858856,7,MA,Republican
1827,3310,46.3,118984,51292.0,78,2.356495468,7,MA,Republican
1830,25882,39.9,57917,30606.0,3981,15.38134611,7,MA,Republican
1832,23305,37.6,63078,30809.0,2788,11.96309805,7,MA,Republican
1833,8514,44.3,106016,46138.0,175,2.055438102,7,MA,Republican
1834,6681,45.0,96512,40327.0,111,1.66142793,7,MA,Republican
1835,13153,38.5,71827,32897.0,1086,8.256671482,7,MA,Republican
1840,5524,32.4,19855,17905.0,1827,33.07385952,7,MA,Republican
1841,47836,31.8,34636,15783.0,12947,27.06539008,7,MA,Republican
1843,25963,30.3,42707,19206.0,5915,22.78242114,7,MA,Republican
1844,49057,38.9,72664,31514.0,4996,10.18407159,7,MA,Republican
1845,29705,41.5,102008,48776.0,1546,5.204511025,7,MA,Republican
1850,16394,29.6,42437,18918.0,3952,24.10638038,7,MA,Republican
1851,30026,33.0,49583,23154.0,5791,19.28661826,7,MA,Republican
1852,34332,36.2,50348,27264.0,6515,18.97646511,7,MA,Republican
1854,29204,30.2,40229,19745.0,6319,21.63744693,7,MA,Republican
1860,6695,46.4,77481,39796.0,371,5.541448842,7,MA,Republican
1862,11134,39.9,102330,32881.0,438,3.933896174,7,MA,Republican
1863,9103,43.5,80538,43825.0,352,3.86685708,7,MA,Republican
1864,15476,44.2,119933,49810.0,487,3.146807961,7,MA,Republican
1867,24935,42.1,110043,49200.0,671,2.690996591,7,MA,Republican
1876,29692,44.8,93016,40781.0,1590,5.354977772,7,MA,Republican
1879,12133,40.4,99325,44664.0,907,7.475480096,7,MA,Republican
1880,26062,42.8,92474,43840.0,981,3.76410099,7,MA,Republican
1886,23850,43.2,130739,50363.0,586,2.457023061,7,MA,Republican
1887,23310,42.4,102301,41102.0,663,2.844272844,7,MA,Republican
1890,22491,42.8,149321,71188.0,529,2.352051932,7,MA,Republican
1901,1637,40.0,21905,18954.0,492,30.05497862,7,MA,Republican
1902,47081,32.0,39654,21766.0,11359,24.12650538,7,MA,Republican
1904,17103,38.0,86477,35988.0,1069,6.250365433,7,MA,Republican
1905,26209,32.7,55185,23424.0,5410,20.64176428,7,MA,Republican
1906,27773,45.2,78372,34944.0,2162,7.784538941,7,MA,Republican
1907,14418,44.7,103064,53861.0,840,5.82605077,7,MA,Republican
1908,3471,49.8,72625,52891.0,144,4.148660328,7,MA,Republican
1913,17082,43.4,75861,37392.0,942,5.514576747,7,MA,Republican
1915,40967,40.0,73839,42197.0,2946,7.191153856,7,MA,Republican
1921,8198,45.6,153578,62718.0,171,2.085874604,7,MA,Republican
1922,2829,48.3,86806,43321.0,141,4.984093319,7,MA,Republican
1923,27419,45.0,79913,38374.0,1312,4.7850031,7,MA,Republican
1929,3632,44.5,103750,49892.0,205,5.644273128,7,MA,Republican
1930,29546,48.8,63917,39144.0,2402,8.129696067,7,MA,Republican
1937,139,46.7,-666666666,15440.0,109,78.41726619,7,MA,Republican
1938,13682,48.8,77788,44376.0,965,7.053062418,7,MA,Republican
1940,13143,45.5,112151,52170.0,270,2.054325496,7,MA,Republican
1944,5321,49.9,92604,60405.0,411,7.724112009,7,MA,Republican
1945,20363,48.0,103148,62096.0,1163,5.711339194,7,MA,Republican
1949,9514,41.5,106326,42162.0,349,3.668278327,7,MA,Republican
1950,17837,48.9,87162,52667.0,1367,7.663844817,7,MA,Republican
1951,4076,48.9,93040,50301.0,193,4.735034347,7,MA,Republican
1952,8899,46.2,65903,32592.0,911,10.23710529,7,MA,Republican
1960,51948,44.7,63822,34826.0,4211,8.106183106,7,MA,Republican
1966,7167,52.3,68448,44610.0,368,5.1346449,7,MA,Republican
1969,6145,45.3,85496,45105.0,292,4.751830757,7,MA,Republican
1970,42650,36.3,61035,32747.0,6227,14.60023447,7,MA,Republican
1982,8136,41.5,114907,48076.0,736,9.046214356,7,MA,Republican
1983,6434,47.2,128283,52686.0,87,1.352191483,7,MA,Republican
1984,5135,23.4,99375,44238.0,95,1.850048685,7,MA,Republican
1985,4484,45.8,138947,58323.0,208,4.638715433,7,MA,Republican
2019,16833,41.2,90630,43720.0,584,3.469375631,7,MA,Republican
2021,22562,42.0,93672,49206.0,1417,6.280471589,7,MA,Republican
2025,8316,43.0,128224,68458.0,386,4.641654642,7,MA,Republican
2026,25272,42.4,87108,44792.0,1144,4.526748971,7,MA,Republican
2030,5864,44.2,189265,101393.0,36,0.613915416,7,MA,Republican
2032,4070,43.2,100658,52135.0,277,6.805896806,7,MA,Republican
2035,17348,43.1,95665,44217.0,963,5.55107217,7,MA,Republican
2038,32873,40.6,108815,46981.0,1322,4.021537432,7,MA,Republican
2043,22901,45.4,118148,64920.0,1193,5.209379503,7,MA,Republican
2045,10437,52.3,78114,45228.0,472,4.522372329,7,MA,Republican
2047,47,48.6,-666666666,24349.0,0,0.0,7,MA,Republican
2048,23615,37.5,102090,44193.0,613,2.595807749,7,MA,Republican
2050,25961,45.1,84747,40594.0,1921,7.39956088,7,MA,Republican
2052,12510,42.9,147630,66968.0,313,2.501998401,7,MA,Republican
2053,13135,40.7,109865,46878.0,625,4.758279406,7,MA,Republican
2054,8110,43.0,97591,43859.0,375,4.623921085,7,MA,Republican
2056,11442,43.4,138452,43479.0,415,3.626988289,7,MA,Republican
2061,10845,44.2,114560,52592.0,376,3.4670355,7,MA,Republican
2062,29018,40.5,83883,41517.0,2334,8.043283479,7,MA,Republican
2066,17978,46.1,110492,51277.0,685,3.810212482,7,MA,Republican
2067,18066,42.8,129609,59180.0,345,1.909664563,7,MA,Republican
2071,1686,38.7,105865,29221.0,29,1.72004745,7,MA,Republican
2072,28260,43.2,75109,34191.0,2274,8.04670913,7,MA,Republican
2081,19481,43.4,95592,47195.0,437,2.243211334,7,MA,Republican
2090,15364,45.7,140355,66648.0,277,1.802915907,7,MA,Republican
2093,11483,43.8,99924,44484.0,555,4.833231734,7,MA,Republican
2108,4049,35.2,115042,93015.0,336,8.29834527,7,MA,Republican
2109,4015,32.9,117344,90980.0,485,12.07970112,7,MA,Republican
2110,2124,53.6,120800,154698.0,193,9.086629002,7,MA,Republican
2111,7564,32.9,39670,49479.0,1628,21.5230037,7,MA,Republican
2113,7495,30.2,86094,64452.0,791,10.55370247,7,MA,Republican
2114,13001,31.3,86863,74971.0,1874,14.41427582,7,MA,Republican
2115,28976,22.1,35274,24497.0,6260,21.60408614,7,MA,Republican
2116,23004,33.9,100674,90004.0,2506,10.89375761,7,MA,Republican
2118,27664,33.6,59589,55184.0,6728,24.32041643,7,MA,Republican
2119,26833,35.2,30278,21110.0,8215,30.61528715,7,MA,Republican
2120,15322,23.5,29592,17550.0,5876,38.35008485,7,MA,Republican
2121,28029,31.2,26313,16834.0,9884,35.26347711,7,MA,Republican
2122,24624,34.2,53103,26093.0,5066,20.5734243,7,MA,Republican
2124,52986,34.2,50044,25768.0,11459,21.62646737,7,MA,Republican
2125,36353,31.9,49683,26145.0,9118,25.08183644,7,MA,Republican
2126,29531,37.5,47902,22365.0,6070,20.55467136,7,MA,Republican
2127,36311,31.1,85336,51103.0,6108,16.8213489,7,MA,Republican
2128,46208,33.7,52152,25582.0,8836,19.12222992,7,MA,Republican
2129,18314,34.0,90674,61545.0,3445,18.81074588,7,MA,Republican
2130,39316,33.9,79419,43418.0,6509,16.55560077,7,MA,Republican
2131,32459,37.5,68655,35153.0,4137,12.74530947,7,MA,Republican
2132,28292,44.3,91273,46057.0,1627,5.750742259,7,MA,Republican
2134,17598,26.8,47485,31655.0,5103,28.99761337,7,MA,Republican
2135,40513,29.5,57330,35324.0,8907,21.98553551,7,MA,Republican
2136,31762,37.2,62114,28395.0,3414,10.74869341,7,MA,Republican
2138,37067,28.2,84305,51614.0,3242,8.746324224,7,MA,Republican
2139,36338,29.8,82953,46966.0,4269,11.74803236,7,MA,Republican
2140,19604,34.1,85417,52962.0,2878,14.68067741,7,MA,Republican
2141,13059,32.2,73322,45651.0,2216,16.96914006,7,MA,Republican
2142,2807,31.2,113950,76414.0,328,11.68507303,7,MA,Republican
2143,26800,31.8,80961,41141.0,3999,14.92164179,7,MA,Republican
2144,24475,31.4,93234,50567.0,2965,12.11440245,7,MA,Republican
2145,26006,34.2,62752,32566.0,3297,12.67784357,7,MA,Republican
2148,60812,35.9,60045,28718.0,9300,15.29303427,7,MA,Republican
2149,44496,34.9,52427,23608.0,6471,14.54288026,7,MA,Republican
2150,38237,32.8,49643,22368.0,7272,19.01822842,7,MA,Republican
2151,53172,39.0,51468,26785.0,6957,13.08395396,7,MA,Republican
2152,18031,43.2,62997,38436.0,1669,9.25628085,7,MA,Republican
2155,59348,34.9,79572,38060.0,5747,9.683561367,7,MA,Republican
2163,2575,27.4,51500,32386.0,320,12.42718447,7,MA,Republican
2169,55876,39.1,62157,35151.0,6535,11.69554012,7,MA,Republican
2170,19574,38.5,71065,35669.0,1288,6.580157352,7,MA,Republican
2171,17899,40.0,73280,37041.0,1700,9.497737304,7,MA,Republican
2176,27787,40.7,87712,46307.0,1034,3.721164573,7,MA,Republican
2180,21831,44.9,83783,42353.0,1036,4.745545325,7,MA,Republican
2184,37066,41.8,85863,38345.0,2131,5.749204122,7,MA,Republican
2186,27351,38.8,122516,50964.0,1076,3.934042631,7,MA,Republican
2188,15347,40.2,75129,38148.0,897,5.844790513,7,MA,Republican
2189,15076,40.7,51653,31718.0,2119,14.05545237,7,MA,Republican
2190,16886,43.1,80139,38267.0,850,5.033755774,7,MA,Republican
2191,8292,46.3,70731,36357.0,336,4.052098408,7,MA,Republican
2199,1260,53.4,99250,107919.0,128,10.15873016,7,MA,Republican
2210,2461,35.5,155313,112174.0,69,2.803738318,7,MA,Republican
2215,24698,21.5,40115,23866.0,4703,19.04202769,7,MA,Republican
2301,60659,35.1,44873,22328.0,12856,21.19388714,7,MA,Republican
2302,34154,37.8,61527,24277.0,4089,11.97224337,7,MA,Republican
2322,4476,44.8,68021,31929.0,325,7.260947274,7,MA,Republican
2324,27381,35.2,85992,33264.0,1890,6.902596691,7,MA,Republican
2330,11557,46.0,75260,33634.0,389,3.365925413,7,MA,Republican
2332,15444,45.5,119428,54798.0,611,3.956228956,7,MA,Republican
2333,14222,43.0,82823,35986.0,426,2.995359302,7,MA,Republican
2338,7753,42.9,73119,31942.0,269,3.469624661,7,MA,Republican
2339,14332,42.4,105635,47765.0,502,3.502651409,7,MA,Republican
2341,10477,43.4,93517,36282.0,342,3.264293214,7,MA,Republican
2343,10654,44.7,66815,33007.0,850,7.978224141,7,MA,Republican
2346,24005,43.0,76968,34625.0,1835,7.644240783,7,MA,Republican
2347,11230,44.3,93676,39968.0,482,4.2920748,7,MA,Republican
2351,16196,41.1,76989,36037.0,513,3.167448753,7,MA,Republican
2356,12498,41.8,109024,44983.0,434,3.472555609,7,MA,Republican
2357,1234,19.8,-666666666,5165.0,33,2.674230146,7,MA,Republican
2359,18166,41.0,93075,37886.0,733,4.035010459,7,MA,Republican
2360,58024,44.6,80905,38848.0,3486,6.007858817,7,MA,Republican
2364,13106,43.6,88694,36464.0,860,6.561880055,7,MA,Republican
2366,192,41.4,-666666666,693.0,0,0.0,7,MA,Republican
2367,2913,45.8,84602,35294.0,102,3.501544799,7,MA,Republican
2368,33880,42.4,65473,30019.0,3878,11.44628099,7,MA,Republican
2370,17725,41.2,70750,33438.0,1227,6.922425952,7,MA,Republican
2375,10038,41.7,90313,39058.0,385,3.835425384,7,MA,Republican
2379,7044,44.0,80709,33012.0,321,4.557069847,7,MA,Republican
2382,14767,38.2,75898,33131.0,1061,7.184939392,7,MA,Republican
2420,14325,45.9,156042,69249.0,376,2.62478185,7,MA,Republican
2421,18611,44.1,149414,70587.0,772,4.148084466,7,MA,Republican
2445,21029,34.7,102539,61379.0,2388,11.35574683,7,MA,Republican
2446,29589,32.4,93750,59171.0,4316,14.58650174,7,MA,Republican
2451,18130,37.9,91359,45311.0,1382,7.622724766,7,MA,Republican
2452,15295,32.7,83283,35454.0,886,5.792742726,7,MA,Republican
2453,29256,32.0,75550,36000.0,3261,11.1464315,7,MA,Republican
2457,1622,20.1,-666666666,3223.0,0,0.0,7,MA,Republican
2458,12868,41.4,100768,64707.0,569,4.421821573,7,MA,Republican
2459,19020,42.5,150282,75385.0,877,4.610935857,7,MA,Republican
2460,10125,39.1,121250,62871.0,506,4.997530864,7,MA,Republican
2461,7267,43.9,156000,71487.0,145,1.995321316,7,MA,Republican
2462,1419,53.5,106324,66911.0,69,4.862579281,7,MA,Republican
2464,3136,40.8,95750,51315.0,171,5.452806122,7,MA,Republican
2465,11875,44.0,133958,72530.0,334,2.812631579,7,MA,Republican
2466,8573,34.5,107717,48080.0,401,4.677475796,7,MA,Republican
2467,22048,23.1,108413,51951.0,871,3.950471698,7,MA,Republican
2468,5485,47.8,190139,83115.0,65,1.185050137,7,MA,Republican
2472,33874,38.1,91991,48679.0,2800,8.265926669,7,MA,Republican
2474,27916,39.9,100157,52014.0,1254,4.492047571,7,MA,Republican
2476,16492,44.6,96442,55468.0,998,6.05141887,7,MA,Republican
2478,25548,41.3,114082,60018.0,1259,4.927978707,7,MA,Republican
2481,16328,36.3,179655,88947.0,469,2.872366487,7,MA,Republican
2482,10959,43.0,158468,77059.0,333,3.038598412,7,MA,Republican
2492,20185,43.6,144898,69510.0,608,3.012137726,7,MA,Republican
2493,11946,43.3,191744,94419.0,589,4.930520676,7,MA,Republican
2494,9982,42.3,125481,62104.0,417,4.177519535,7,MA,Republican
2532,12370,47.6,70574,37634.0,1068,8.633791431,7,MA,Republican
2534,952,49.7,85234,34787.0,96,10.08403361,7,MA,Republican
2535,1812,42.1,71667,42509.0,299,16.50110375,7,MA,Republican
2536,19366,48.2,67471,36118.0,1237,6.387483218,7,MA,Republican
2537,6249,48.7,95465,42247.0,297,4.752760442,7,MA,Republican
2538,3228,35.6,65273,26105.0,283,8.767038414,7,MA,Republican
2539,4247,49.0,70556,45627.0,231,5.439133506,7,MA,Republican
2540,8635,57.2,64509,46396.0,611,7.075854082,7,MA,Republican
2542,756,26.5,44405,16815.0,51,6.746031746,7,MA,Republican
2543,935,47.3,71250,81410.0,119,12.72727273,7,MA,Republican
2553,115,54.4,38947,18304.0,0,0.0,7,MA,Republican
2554,10434,38.8,90469,46247.0,1040,9.967414223,7,MA,Republican
2556,2621,60.9,80821,53270.0,97,3.700877528,7,MA,Republican
2557,4647,44.7,57773,36789.0,560,12.05078545,7,MA,Republican
2558,1243,47.2,46194,33091.0,285,22.92839903,7,MA,Republican
2559,4243,53.4,75505,39119.0,189,4.454395475,7,MA,Republican
2561,479,43.8,80938,32909.0,198,41.33611691,7,MA,Republican
2562,3194,47.5,71042,39114.0,329,10.30056356,7,MA,Republican
2563,9469,50.3,82041,39430.0,502,5.301510191,7,MA,Republican
2564,250,48.1,59750,36008.0,43,17.2,7,MA,Republican
2568,4072,39.0,46816,34833.0,423,10.38801572,7,MA,Republican
2571,10628,44.3,58927,30745.0,1200,11.29092962,7,MA,Republican
2575,2306,54.6,85469,43073.0,29,1.257588899,7,MA,Republican
2576,5225,42.5,82029,32875.0,349,6.679425837,7,MA,Republican
2601,14503,40.1,43052,24362.0,2752,18.9753844,7,MA,Republican
2630,2355,45.0,81833,46263.0,491,20.8492569,7,MA,Republican
2631,9782,54.7,67569,42804.0,465,4.753629115,7,MA,Republican
2632,10293,51.3,71412,37671.0,429,4.167881084,7,MA,Republican
2633,3859,58.2,62824,55159.0,641,16.61052086,7,MA,Republican
2635,3486,53.9,63712,46612.0,204,5.851979346,7,MA,Republican
2637,125,62.0,140179,69131.0,0,0.0,7,MA,Republican
2638,3479,61.8,69375,40306.0,370,10.63524001,7,MA,Republican
2639,2435,53.7,47600,35610.0,201,8.254620123,7,MA,Republican
2641,236,71.5,-666666666,75538.0,17,7.203389831,7,MA,Republican
2642,4898,58.3,57402,36095.0,284,5.798285014,7,MA,Republican
2644,4829,36.7,93800,31209.0,257,5.322012839,7,MA,Republican
2645,9457,51.5,76221,40905.0,686,7.25388601,7,MA,Republican
2646,1888,59.3,66844,45957.0,145,7.680084746,7,MA,Republican
2647,169,66.9,78050,53139.0,0,0.0,7,MA,Republican
2648,6456,49.5,76364,37675.0,477,7.388475836,7,MA,Republican
2649,14080,52.8,70995,40347.0,942,6.690340909,7,MA,Republican
2650,1197,62.3,70771,35298.0,78,6.516290727,7,MA,Republican
2652,781,57.8,60662,39799.0,53,6.786171575,7,MA,Republican
2653,5879,60.5,49934,39627.0,442,7.518285423,7,MA,Republican
2655,3465,57.0,68684,63120.0,162,4.675324675,7,MA,Republican
2657,2962,57.0,42228,43984.0,391,13.20054018,7,MA,Republican
2659,835,55.8,52118,40988.0,41,4.910179641,7,MA,Republican
2660,6557,56.6,52650,36721.0,641,9.775812109,7,MA,Republican
2663,120,72.2,60568,27363.0,0,0.0,7,MA,Republican
2664,9049,51.8,52696,32171.0,868,9.592220135,7,MA,Republican
2666,808,58.5,62439,33966.0,119,14.72772277,7,MA,Republican
2667,3048,58.2,47115,35345.0,207,6.791338583,7,MA,Republican
2668,2934,51.2,95957,50634.0,159,5.419222904,7,MA,Republican
2669,251,47.8,104653,40826.0,0,0.0,7,MA,Republican
2670,1325,57.0,54375,49531.0,178,13.43396226,7,MA,Republican
2671,913,65.0,45250,37421.0,43,4.709748083,7,MA,Republican
2672,257,37.9,-666666666,64309.0,0,0.0,7,MA,Republican
2673,8571,47.9,66518,34559.0,488,5.693618014,7,MA,Republican
2675,6383,61.2,64063,40729.0,458,7.175309416,7,MA,Republican
2702,4632,41.4,99120,35367.0,149,3.216753022,7,MA,Republican
2703,44121,39.9,69732,32954.0,4541,10.29215113,7,MA,Republican
2713,40,61.5,49375,70245.0,2,5.0,7,MA,Republican
2715,3625,40.2,99830,36575.0,230,6.344827586,7,MA,Republican
